negeri,bahagian (no),bahagian (nama),nama calon,parti,bilangan undi,status
PERAK,P. 068,BERUAS,MOHAMAD NAZEER BIN M K M HAMEED,PAS,5759,HILANG DEPOSIT
PERAK,P. 068,BERUAS,PANG CHOK KING,BN,13277,
PERAK,P. 069,PARIT,NAJIHATUSSALEHAH BINTI AHMAD,PAS,7715,
PERAK,P. 069,PARIT,MOHD NIZAR BIN ZAKARIA,BN,14035,MENANG
PERAK,P. 069,PARIT,AHMAD TARMIZI BIN MOHD JAM,PKR,7240,
PERAK,P. 070,KAMPAR,SU KEONG SIONG,PKR,30216,MENANG
PERAK,P. 070,KAMPAR,LEE CHEE LEONG,BN,18415,
PERAK,P. 070,KAMPAR,YOUGAN A/L MAHALINGAM,PAS,3864,HILANG DEPOSIT
PERAK,P. 071,GOPENG,ISMAIL BIN ARIFFIN,PAS,11165,
PERAK,P. 071,GOPENG,LEE BOON CHYE,PKR,48923,MENANG
PERAK,P. 071,GOPENG,HENG SEAI KIE,BN,19145,
PERAK,P. 072,TAPAH,NORAZLI BIN MUSA,PAS,4616,
PERAK,P. 072,TAPAH,MOHAMED AZNI BIN MOHAMED ALI,PKR,15472,
PERAK,P. 072,TAPAH,SARAVANAN A/L MURUGAN,BN,16086,MENANG
PERAK,P. 073,PASIR SALAK,TAJUDDIN BIN ABDUL RAHMAN ,BN,20003,MENANG
PERAK,P. 073,PASIR SALAK,SALIHUDDIN BIN RADIN SUMADI,PKR,12291,
PERAK,P. 073,PASIR SALAK,ZAFARULAZHAN BIN ZAN,PAS,11151,
PERAK,P. 074,LUMUT,MOHAMMED ZAMRI BIN IBRAHIM ,PAS,10135,
PERAK,P. 074,LUMUT,ZAMBRY BIN ABD KADIR,BN,21555,
PERAK,P. 074,LUMUT,MOHD HATTA BIN MD RAMLI,PKR,21955,MENANG
PERAK,P. 075,BAGAN DATUK,AHMAD ZAHID BIN HAMIDI,BN,18909,MENANG
PERAK,P. 075,BAGAN DATUK,PAKHRURRAZI BIN HJ ARSHAD,PKR,13836,
PERAK,P. 075,BAGAN DATUK,ATA ABDUL MUNEIM BIN HASAN ADLI,PAS,4061,HILANG DEPOSIT
PERAK,P. 076,TELUK INTAN,MAH SIEW KEONG,BN,17991,
PERAK,P. 076,TELUK INTAN,NGA KOR MING,PKR,29170,MENANG
PERAK,P. 076,TELUK INTAN,AHMAD RAMADZAN BIN AHMAD DAUD,PAS,6494,HILANG DEPOSIT
PERAK,P. 077,TANJONG MALIM,CHANG LIH KANG,PKR,24672,MENANG
PERAK,P. 077,TANJONG MALIM,MOHD TARMIZI BIN AB RAHMAN,PAS,10311,
PERAK,P. 077,TANJONG MALIM,MAH HANG SOON,BN,19314,
PERLIS,P. 001,PADANG BESAR,MOKHTAR BIN SENIK,PAS,7874,
PERLIS,P. 001,PADANG BESAR,ZAHIDI BIN ZAINUL ABIDIN,BN,15032,MENANG
PERLIS,P. 001,PADANG BESAR,IZIZAM BIN IBRAHIM,PKR,13594,
PERLIS,P. 002,KANGAR,NOOR AMIN BIN AHMAD,PKR,20909,MENANG
PERLIS,P. 002,KANGAR,MOHAMAD ZAHID BIN IBRAHIM ,PAS,8465,
PERLIS,P. 002,KANGAR,RAMLI BIN SHARIFF,BN,15306,
PERLIS,P. 003,ARAU,HASHIM BIN HJ JASIN,PAS,11362,
PERLIS,P. 003,ARAU,ABD RAHMAN BIN DAUD,PKR,11691,
PERLIS,P. 003,ARAU,SHAHIDAN BIN KASSIM,BN,16547,MENANG
PULAU PINANG,P. 041,KEPALA BATAS,SITI MASTURA BINTI MUHAMMAD,PAS,12120,
PULAU PINANG,P. 041,KEPALA BATAS,ZAIDI BIN ZAKARIA,PKR,17723,
PULAU PINANG,P. 041,KEPALA BATAS,REEZAL MERICAN BIN NAINA MERICAN,BN,22459,MENANG
PULAU PINANG,P. 042,TASEK GELUGOR,SHABUDIN BIN YAHAYA,BN,18547,MENANG
PULAU PINANG,P. 042,TASEK GELUGOR,RIZAL HAFIZ BIN RUSLAN,PAS,14891,
PULAU PINANG,P. 042,TASEK GELUGOR,MARZUKI BIN YAHYA,PKR,18466,
PULAU PINANG,P. 043,BAGAN,LIM GUAN ENG ,PKR,51653,MENANG
PULAU PINANG,P. 043,BAGAN,KOAY XING BOON,MU,181,HILANG DEPOSIT
PULAU PINANG,P. 043,BAGAN,LEE BENG SENG,BN,7751,
PULAU PINANG,P. 043,BAGAN,HUAN CHENG GUAN,PCM,502,HILANG DEPOSIT
PULAU PINANG,P. 044,PERMATANG PAUH,MOHD ZAIDI BIN MOHD SAID,BN,19866,
PULAU PINANG,P. 044,PERMATANG PAUH,AFNAN HAMIMI BIN TAIB AZAMUDDEN,PAS,14428,
PULAU PINANG,P. 044,PERMATANG PAUH,NURUL IZZAH BINTI ANWAR,PKR,35534,MENANG
PULAU PINANG,P. 045,BUKIT MERTAJAM,SIM CHEE KEONG,PKR,63784,MENANG
PULAU PINANG,P. 045,BUKIT MERTAJAM,GUI GUAT LYE,BN,10907,
PULAU PINANG,P. 046,BATU KAWAN,JAYANTHI DEVI A/P BALAGURU,BN,9130,
PULAU PINANG,P. 046,BATU KAWAN,OOI KHAR GIAP,PFP,256,HILANG DEPOSIT
PULAU PINANG,P. 046,BATU KAWAN,JAY KUMAR A/L BALAKRISHNA,PAS,2636,HILANG DEPOSIT
PULAU PINANG,P. 046,BATU KAWAN,KASTHURIRAANI A/P PATTO,PKR,42683,MENANG
PULAU PINANG,P. 047,NIBONG TEBAL,SHAIK HUSSEIN BIN MYDIN,BN,19578,
PULAU PINANG,P. 047,NIBONG TEBAL,MANSOR BIN OTHMAN,PKR,35395,MENANG
PULAU PINANG,P. 047,NIBONG TEBAL,MOHD HELMI BIN HARUN,PAS,6875,HILANG DEPOSIT
PULAU PINANG,P. 047,NIBONG TEBAL,TAN TEE BENG,BEBAS,331,HILANG DEPOSIT
PULAU PINANG,P. 048,BUKIT BENDERA,WONG HON WAI,PKR,50049,MENANG
PULAU PINANG,P. 048,BUKIT BENDERA,ANDY YONG KIM SENG,BN,9318,
PULAU PINANG,P. 048,BUKIT BENDERA,TAN GIN THEAM,MU,339,HILANG DEPOSIT
PULAU PINANG,P. 049,TANJONG,CHOW KON YEOW,PKR,34663,MENANG
PULAU PINANG,P. 049,TANJONG,NG SIEW LAI,BN,5064,
PULAU PINANG,P. 050,JELUTONG,TAN SIM BEE,MU,437,HILANG DEPOSIT
PULAU PINANG,P. 050,JELUTONG,SANISVARA NETHAJI RAYER A/L RAJAJI,PKR,50700,MENANG
PULAU PINANG,P. 050,JELUTONG,BALJIT SINGH A/L JIGIRI SINGH,BN,12529,
PULAU PINANG,P. 051,BUKIT GELUGOR,LOW JOO HIAP,BN,9671,
PULAU PINANG,P. 051,BUKIT GELUGOR,RAMKARPAL SINGH A/L KARPAL SINGH,PKR,65622,MENANG
PULAU PINANG,P. 051,BUKIT GELUGOR,LAI XUE CHING,MU,412,HILANG DEPOSIT
PULAU PINANG,P. 052,BAYAN BARU,ISZUREE BIN IBRAHIM,PAS,8757,HILANG DEPOSIT
PULAU PINANG,P. 052,BAYAN BARU,SIM TZE TZIN,PKR,51555,MENANG
PULAU PINANG,P. 052,BAYAN BARU,CHUAH SENG GUAN,BN,13804,
PULAU PINANG,P. 052,BAYAN BARU,YIM BOON LEONG,MU,733,HILANG DEPOSIT
PULAU PINANG,P. 053,BALIK PULAU,MUHAMMAD IMRAN BIN MUHAMMAD SA'AD,PAS,5298,HILANG DEPOSIT
PULAU PINANG,P. 053,BALIK PULAU,MUHAMMAD BAKHTIAR BIN WAN CHIK,PKR,25471,MENANG
PULAU PINANG,P. 053,BALIK PULAU,HILMI BIN YAHAYA,BN,19007,
SABAH,P. 167,KUDAT,DATUK ABD RAHIM BIN BAKRI,BN,18503,MENANG
SABAH,P. 167,KUDAT,MOHD ASHRAF CHIN ABDULLAH,PPRS,1432,HILANG DEPOSIT
SABAH,P. 167,KUDAT,SH AZMAN BIN SH ALONG,WARISAN,17144,
SABAH,P. 168,KOTA MARUDU,JOHNITY @ MAXIMUS BIN ONGKILI,BN,13033,MENANG
SABAH,P. 168,KOTA MARUDU,BARLUS BIN MANGABIS,WARISAN,7113,
SABAH,P. 168,KOTA MARUDU,PAUL BIN PORODONG,PCS,2501,HILANG DEPOSIT
SABAH,P. 168,KOTA MARUDU,MAIJOL BIN MAHAP,HR,11259,
SABAH,P. 169,KOTA BELUD,DATUK SERI PANGLIMA MD SALLEH MD SAID,BN,19167,
SABAH,P. 169,KOTA BELUD,MIASIN@AIMADUDDIN BIN MION,HR,2092,HILANG DEPOSIT
SABAH,P. 169,KOTA BELUD,LAIMAN BIN IKIN @ AG LAIMAN B.KAKIMIN,PAS,1410,HILANG DEPOSIT
SABAH,P. 169,KOTA BELUD,ISNARAISSAH MUNIRAH BT MAJILIS @ FAKHARUDY,WARISAN,23429,MENANG
SABAH,P. 170,TUARAN,CHRISNADIA BINTI SINAM,PKR,14870,
SABAH,P. 170,TUARAN,MADIUS BIN TANGAU,BN,22494,MENANG
SABAH,P. 170,TUARAN,PAUMIN @ MOHD AMINUDDIN BIN ALING,PAS,1357,HILANG DEPOSIT
SABAH,P. 170,TUARAN,KALAKAU @ KALAKAN BIN UNTOL @ ENTOL,PCS,2611,HILANG DEPOSIT
SABAH,P. 170,TUARAN,SYRA PETER @ P GOM,HR,2311,HILANG DEPOSIT
SABAH,P. 171,SEPANGGAR,ROBERT SOPINING,PCS,971,HILANG DEPOSIT
SABAH,P. 171,SEPANGGAR,ABD RAHMAN BIN DAHLAN,BN,15436,
SABAH,P. 171,SEPANGGAR,JEFFREY KUMIN,SAPP,2958,HILANG DEPOSIT
SABAH,P. 171,SEPANGGAR,MOHD AZIS BIN JAMMAN,WARISAN,28420,MENANG
SABAH,P. 172,KOTA KINABALU,CHAN FOONG HIN,DAP,31632,MENANG
SABAH,P. 172,KOTA KINABALU,LEE HAN KYUN @ JOSEPH LEE,BN,7546,
SABAH,P. 172,KOTA KINABALU,YONG TECK LEE,SAPP,3132,HILANG DEPOSIT
SABAH,P. 173,PUTATAN,JIVOL @ EDMUND BIN DOUDILIM,HR,1755,HILANG DEPOSIT
SABAH,P. 173,PUTATAN,ZULZAIM HILMEE BIN ABIDIN,PAS,2434,HILANG DEPOSIT
SABAH,P. 173,PUTATAN,AWANG HUSAINI BIN SAHARI,PKR,14106,MENANG
SABAH,P. 173,PUTATAN,MIL KUSIN BIN ABDILLAH,ANAKNEGERI,728,HILANG DEPOSIT
SABAH,P. 173,PUTATAN,MAKIN @ MARCUS MAJIGOH,BN,11767,
SABAH,P. 174,PENAMPANG,IGNATIUS DORELL LEIKING,WARISAN,32470,MENANG
SABAH,P. 174,PENAMPANG,CLEFTUS STEPHEN SPINE ,SOLIDARITI,1196,HILANG DEPOSIT
SABAH,P. 174,PENAMPANG,CEASAR MANDELA MALAKUN,BN,8997,
SABAH,P. 174,PENAMPANG,EDWIN @ JACK BOSI,ANAKNEGERI,445,HILANG DEPOSIT
SABAH,P. 175,PAPAR,ELBERT BIN SIKUIL,PCS,481,HILANG DEPOSIT
SABAH,P. 175,PAPAR,JAMIL BIN WILLIAM CORE,SOLIDARITI,892,HILANG DEPOSIT
SABAH,P. 175,PAPAR,DATUK ROSNAH BINTI HJ ABD RASHID SHIRLIN,BN,17069,
SABAH,P. 175,PAPAR,AHMAD BIN HASSAN,WARISAN,17394,MENANG
SABAH,P. 176,KIMANIS,KARIM BIN BUJANG,WARISAN,11786,
SABAH,P. 176,KIMANIS,JAAFAR BIN ISMAIL,HR,1300,HILANG DEPOSIT
SABAH,P. 176,KIMANIS,ANIFAH BIN AMAN @ HANIFF AMMAN ,BN,11942,MENANG
SABAH,P. 177,BEAUFORT,DATUK AZIZAH BINTI MOHD DUN,BN,11354,MENANG
SABAH,P. 177,BEAUFORT,LAJIM BIN UKIN,HR,8023,
SABAH,P. 177,BEAUFORT,JOHAN @ CHRISTOPHER BIN OT GHANI,PKR,7835,
SABAH,P. 178,SIPITANG,NOOR HAYATY BINTI MUSTAPHA,WARISAN,11186,
SABAH,P. 178,SIPITANG,DAYANG AEZZY BINTI LIMAN,HR,1547,HILANG DEPOSIT
SABAH,P. 178,SIPITANG,YAMANI HAFEZ BIN MUSA,BN,12038,MENANG
SABAH,P. 179,RANAU,ANDAU BIN YASUN @ BRUNO,PCS,1110,HILANG DEPOSIT
SABAH,P. 179,RANAU,SOUDI @ SAMI BIN ANDANG,SOLIDARITI,3148,HILANG DEPOSIT
SABAH,P. 179,RANAU,EWON BIN EBIN,BN,13804,
SABAH,P. 179,RANAU,JONATHAN BIN YASIN,PKR,14880,MENANG
SABAH,P. 180,KENINGAU,DANIEL BIN KINSIK,BN,12742,
SABAH,P. 180,KENINGAU,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,SOLIDARITI,13286,MENANG
SABAH,P. 180,KENINGAU,JIKULIN NOINTIN @ ANASTASIUS,WARISAN,13241,
SABAH,P. 180,KENINGAU,JIUS BIN AWANG,PCS,433,HILANG DEPOSIT
SABAH,P. 180,KENINGAU,MAIMIN BIN RIJAN,BEBAS,248,HILANG DEPOSIT
SABAH,P. 180,KENINGAU,JUSTIN BIN GUKA,BEBAS,199,HILANG DEPOSIT
SABAH,P. 181,TENOM,NOORITA BINTI SUAL,DAP,11363,MENANG
SABAH,P. 181,TENOM,RUBIN BIN BALANG,BN,10230,
SABAH,P. 181,TENOM,LAIMOI @ YUSLINAH BINTI LAIKIM,HR,645,HILANG DEPOSIT
SABAH,P. 182,PENSIANGAN,JOH BIN JIMMY @ RICHARD JOE JIMMY,SOLIDARITI,2839,HILANG DEPOSIT
SABAH,P. 182,PENSIANGAN,ARTHUR JOSEPH KURUP ,BN,11783,MENANG
SABAH,P. 182,PENSIANGAN,MAIDIN BIN ATAK @ MAIDIN HAJI OSMAN,PCS,212,HILANG DEPOSIT
SABAH,P. 182,PENSIANGAN,ENGAH BIN SINTAN @ DAHLAN BIN ABDULLAH,BEBAS,65,HILANG DEPOSIT
SABAH,P. 182,PENSIANGAN,RAYMOND BIN AHUAR,PKR,9469,
SABAH,P. 183,BELURAN,DATUK RONALD KIANDEE,BN,13007,MENANG
SABAH,P. 183,BELURAN,SALIMAH BINTI OYONG,BEBAS,246,HILANG DEPOSIT
SABAH,P. 183,BELURAN,TOIDY LUIT,PCS,284,HILANG DEPOSIT
SABAH,P. 183,BELURAN,SIPIN BIN KADANDI,HR,996,HILANG DEPOSIT
SABAH,P. 183,BELURAN,JAPAR BIN ZAIRUN,WARISAN,5892,
SABAH,P. 183,BELURAN,LEM @ SALIM BIN MATIN,PPRS,273,HILANG DEPOSIT
SABAH,P. 184,LIBARAN,DATUK ZAKARIA BIN MOHD. EDRIS @ TUBAU,BN,17799,MENANG
SABAH,P. 184,LIBARAN,ALFIAN BIN MANSYUR,HR,1223,HILANG DEPOSIT
SABAH,P. 184,LIBARAN,IRWANSHAH BIN MUSTAPA,WARISAN,17121,
SABAH,P. 185,BATU SAPI,NORSAH BINTI BONGSU,PAS,948,HILANG DEPOSIT
SABAH,P. 185,BATU SAPI,TSEN THAU LIN,BN,8357,
SABAH,P. 185,BATU SAPI,LIEW VUI KEONG,WARISAN,12976,MENANG
SABAH,P. 185,BATU SAPI,HAMZA BIN A. ABDULLAH @ HAMZAH,AMANAH,980,HILANG DEPOSIT
SABAH,P. 186,SANDAKAN,LIM MING HOO,BN,8996,
SABAH,P. 186,SANDAKAN,WONG TIEN FATT @ WONG NYUK FOH,DAP,19094,MENANG
SABAH,P. 187,KINABATANGAN,DATO ' SRI MOKTAR BIN RADIN,BN,14465,MENANG
SABAH,P. 187,KINABATANGAN,MUSTAPA BIN DATU TAMBUYONG,HR,2066,HILANG DEPOSIT
SABAH,P. 187,KINABATANGAN,M A GHAZALI BIN ABDUL GHANI,WARISAN,4987,
SABAH,P. 188,SILAM,MOHAMADDIN BIN KETAPI,WARISAN,23352,MENANG
SABAH,P. 188,SILAM,RAMLI BIN PATARUDDIN ,PAS,1431,HILANG DEPOSIT
SABAH,P. 188,SILAM,SITI SHAZIANTI BINTI AJAK,HR,1306,HILANG DEPOSIT
SABAH,P. 188,SILAM,DATU NASRUN BIN DATU MANSUR,BN,16951,
SABAH,P. 189,SEMPORNA,DATUK RAMLEE BIN MARAHABAN,BN,6135,
SABAH,P. 189,SEMPORNA,ABDUL NASIR BIN AB RAUP,PAS,384,HILANG DEPOSIT
SABAH,P. 189,SEMPORNA,MOHD SHAFIE BIN APDAL,WARISAN,26809,MENANG
SABAH,P. 189,SEMPORNA,ASMARA BIN ASMAD,HR,98,HILANG DEPOSIT
SABAH,P. 190,TAWAU,MOHAMAD BIN HUSAIN,PAS,2518,HILANG DEPOSIT
SABAH,P. 190,TAWAU,ALIZAMAN BIN JIJURAHMAN,HR,2162,HILANG DEPOSIT
SABAH,P. 190,TAWAU,YAP KAIN CHING @ MARY YAP KEN JIN,BN,16673,
SABAH,P. 190,TAWAU,LIEW CHIN JIN,PKR,21400,MENANG
SABAH,P. 191,KALABAKAN,NORBIN BIN ALOH,PAS,2813,HILANG DEPOSIT
SABAH,P. 191,KALABAKAN,MA'MUN BIN SULAIMAN,WARISAN,18486,MENANG
SABAH,P. 191,KALABAKAN,AHMAD BIN LAHAMA,PPRS,311,HILANG DEPOSIT
SABAH,P. 191,KALABAKAN,DATUK SERI PANGLIMA ABDUL GHAPUR BIN SALLEH,BN,15299,
SARAWAK,P. 192,MAS GADING,NOGEH ANAK GUMBEK,BN,9747,
SARAWAK,P. 192,MAS GADING,MORDI ANAK BIMOL,DAP,12771,MENANG
SARAWAK,P. 193,SANTUBONG,MOHAMAD FIDZUAN BIN ZAIDI,PKR,6894,
SARAWAK,P. 193,SANTUBONG,WAN JUNAIDI BIN TUANKU JAAFAR,BN,26379,MENANG
SARAWAK,P. 194,PETRA JAYA,HAMDAN BIN SANI,PAS,1350,HILANG DEPOSIT
SARAWAK,P. 194,PETRA JAYA,NOR IRWAN BIN AHMAT NOR,PKR,13289,
SARAWAK,P. 194,PETRA JAYA,FADILLAH BIN YUSOF,BN,28306,MENANG
SARAWAK,P. 195,BANDAR KUCHING,KHO TECK WAN,BN,12575,
SARAWAK,P. 195,BANDAR KUCHING,KELVIN YII LEE WUEN,DAP,48548,MENANG
SARAWAK,P. 196,STAMPIN,SIM KUI HIAN,BN,18839,
SARAWAK,P. 196,STAMPIN,CHONG CHIENG JEN,DAP,33060,MENANG
SARAWAK,P. 197,KOTA SAMARAHAN,RUBIAH BINTI WANG,BN,25070,MENANG
SARAWAK,P. 197,KOTA SAMARAHAN,SOPIAN BIN JULAIHI,PKR,8078,
SARAWAK,P. 197,KOTA SAMARAHAN,ZULKIPLI BIN RAMZI,PAS,2719,HILANG DEPOSIT
SARAWAK,P. 198,PUNCAK BORNEO,BULN ANAK PATRICK RIBOS,STAR,795,HILANG DEPOSIT
SARAWAK,P. 198,PUNCAK BORNEO,GENOT ANAK SINEL @ JEANNOTH SINEL,BN,14860,
SARAWAK,P. 198,PUNCAK BORNEO,WILLIE ANAK MONGIN,PKR,18865,MENANG
SARAWAK,P. 199,SERIAN,RICHARD RIOT ANAK JAEM,BN,17545,MENANG
SARAWAK,P. 199,SERIAN,EDWARD ANAK ANDREW LUWAK @ EDWARD LUWAK,DAP,7640,
SARAWAK,P. 199,SERIAN,SENIOR ANAK WILLIAM RADE,BEBAS,2234,HILANG DEPOSIT
SARAWAK,P. 200,BATANG SADONG,ASAN BIN SINGKRO,PAS,978,HILANG DEPOSIT
SARAWAK,P. 200,BATANG SADONG,NANCY BINTI SHUKRI,BN,14208,MENANG
SARAWAK,P. 200,BATANG SADONG,OTHMAN BIN MUSTAPHA @ MOS,PKR,1880,HILANG DEPOSIT
SARAWAK,P. 201,BATANG LUPAR,ROHANI BINTI ABDUL KARIM,BN,14204,MENANG
SARAWAK,P. 201,BATANG LUPAR,NARUDIN BIN MENTALI,PKR,2020,HILANG DEPOSIT
SARAWAK,P. 201,BATANG LUPAR,WAN ABDILLAH BIN WAN AHMAD,PAS,3927,
SARAWAK,P. 202,SRI AMAN,MASIR ANAK KUJAT,BN,14141,MENANG
SARAWAK,P. 202,SRI AMAN,NORINA UMOI ANAK UTOT,PKR,8321,
SARAWAK,P. 202,SRI AMAN,COBBOLD ANAK LUSOI,PBDSB,538,HILANG DEPOSIT
SARAWAK,P. 203,LUBOK ANTU,ROBERT PASANG ANAK ALAM,BN,4775,
SARAWAK,P. 203,LUBOK ANTU,NICHOLAS BAWIN ANAK ANGGAT,PKR,3942,
SARAWAK,P. 203,LUBOK ANTU,TAMBAT @ JUGAH AK MUYANG,BEBAS,5834,MENANG
SARAWAK,P. 204,BETONG,ROBERT LAWSON CHUAT ,BN,12517,MENANG
SARAWAK,P. 204,BETONG,NOEL CHANGGAI BUCKING,PKR,3802,
SARAWAK,P. 204,BETONG,ABANG AHMAD BIN ABANG SUNI,BEBAS,4401,
SARAWAK,P. 205,SARATOK,JAGAH @ SUBENG ANAK MULA,BN,10859,
SARAWAK,P. 205,SARATOK,ALI ANAK BIJU ,PKR,11848,MENANG
SARAWAK,P. 206,TANJONG MANIS,MOHAMAD FADILLAH BIN SABALI,PKR,2728,
SARAWAK,P. 206,TANJONG MANIS,YUSUF BIN ABD WAHAB,BN,11402,MENANG
SARAWAK,P. 207,IGAN,AHMAD JOHNIE BIN ZAWAWI,BN,10538,MENANG
SARAWAK,P. 207,IGAN,ANDRI ZULKARNAEN BIN HAMDEN,PKR,2043,
SARAWAK,P. 208,SARIKEI,HUANG TIONG SII,BN,13757,
SARAWAK,P. 208,SARIKEI,WONG CHIN KING,PBK,392,HILANG DEPOSIT
SARAWAK,P. 208,SARIKEI,WONG LING BIU,DAP,16327,MENANG
SARAWAK,P. 209,JULAU,JOSEPH SALANG ANAK GANDUM,BN,8174,
SARAWAK,P. 209,JULAU,LARRY SOON @ LARRY SNG WEI SHIEN,BEBAS,10105,MENANG
SARAWAK,P. 210,KANOWIT,AGO ANAK DAGANG,BN,9552,MENANG
SARAWAK,P. 210,KANOWIT,SATU ANAK ANCHOM,PKR,5240,
SARAWAK,P. 211,LANANG,KONG SIEN CHIU,BN,15359,
SARAWAK,P. 211,LANANG,ALICE LAU KIONG YIENG,DAP,29905,MENANG
SARAWAK,P. 211,LANANG,PRISCILLA LAU,PEACE,628,HILANG DEPOSIT
SARAWAK,P. 212,SIBU,TIONG ING TUNG,STAR,176,HILANG DEPOSIT
SARAWAK,P. 212,SIBU,WONG KEE YEW,BN,22389,
SARAWAK,P. 212,SIBU,OSCAR LING CHAI YEW,DAP,33811,MENANG
SARAWAK,P. 212,SIBU,TIEW YEN HOUNG,PEACE,377,HILANG DEPOSIT
SARAWAK,P. 213,MUKAH,HANIFAH HAJAR TAIB,BN,13853,MENANG
SARAWAK,P. 213,MUKAH,ABDUL JALIL BIN BUJANG,PKR,6853,
SARAWAK,P. 214,SELANGAU,BARU BIAN,PKR,11228,MENANG
SARAWAK,P. 214,SELANGAU,RITA SARIMAH ANAK PATRICK INSOL,BN,10742,
SARAWAK,P. 215,KAPIT,ALEXANDER NANTA LINGGI,BN,14302,MENANG
SARAWAK,P. 215,KAPIT,PAREN ANAK NYAWI,DAP,3823,
SARAWAK,P. 216,HULU RAJANG,UGAK ANAK KUMBONG,BN,11834,MENANG
SARAWAK,P. 216,HULU RAJANG,ABUN SUI ANYIT,PKR,5519,
SARAWAK,P. 217,BINTULU,CHIENG LEA PHING,STAR,328,HILANG DEPOSIT
SARAWAK,P. 217,BINTULU,TIONG KING SING,BN,27076,MENANG
SARAWAK,P. 217,BINTULU,CHIEW CHAN YEW,DAP,20054,
SARAWAK,P. 218,SIBUTI,LUKANISMAN BIN AWANG SAUNI,BN,12214,MENANG
SARAWAK,P. 218,SIBUTI,JEMAT PANJANG,PKR,8538,
SARAWAK,P. 218,SIBUTI,ZULAIHI BIN BAKAR,PAS,1617,HILANG DEPOSIT
SARAWAK,P. 219,MIRI,SEBASTIAN TING CHIEW YEW,BN,22076,
SARAWAK,P. 219,MIRI,MICHAEL TEO YU KENG,PKR,35739,MENANG
SARAWAK,P. 220,BARAM,ROLAND ENGAN,PKR,10181,
SARAWAK,P. 220,BARAM,ANYI NGAU,BN,12171,MENANG
SARAWAK,P. 221,LIMBANG,HASBI BIN HABIBOLLAH,BN,12589,MENANG
SARAWAK,P. 221,LIMBANG,RICARDO OSMUND YAMPIL BABA,PKR,4879,
SARAWAK,P. 222,LAWAS,HENRY SUM AGONG,BN,10037,MENANG
SARAWAK,P. 222,LAWAS,MOHAMAD BIN HAJI BRAHIM,BEBAS,176,HILANG DEPOSIT
SARAWAK,P. 222,LAWAS,DANNY PIRI,PKR,4037,
SELANGOR,P. 092,SABAK BERNAM,MOHD FASIAH BIN MOHD FAKEH,BN,12862,MENANG
SELANGOR,P. 092,SABAK BERNAM,MUHAMMAD LABIB BIN ABD JALIL ,PAS,9300,
SELANGOR,P. 092,SABAK BERNAM,WARNO BIN DOGOL ,PKR,11188,
SELANGOR,P. 093,SUNGAI BESAR,BUDIMAN BIN MOHD ZOHDI,BN,16636,
SELANGOR,P. 093,SUNGAI BESAR,MOHAMED SALLEH BIN M HUSIN,PAS,7220,
SELANGOR,P. 093,SUNGAI BESAR,MUSLIMIN BIN YAHAYA,PKR,17350,MENANG
SELANGOR,P. 094,HULU SELANGOR,KUMAR A/L S.PARAMASIVAM,BEBAS,426,HILANG DEPOSIT
SELANGOR,P. 094,HULU SELANGOR,P.KAMALANATHAN A/L P.PANCHANATHAN,BN,27392,
SELANGOR,P. 094,HULU SELANGOR,LEOW HSIAD HUI,PKR,40783,MENANG
SELANGOR,P. 094,HULU SELANGOR,WAN MAT BIN SULAIMAN,PAS,16620,
SELANGOR,P. 095,TANJONG KARANG,NOH BIN OMAR,BN,17596,MENANG
SELANGOR,P. 095,TANJONG KARANG,NOR AZ AZLAN BIN AHMAD,PAS,7276,
SELANGOR,P. 095,TANJONG KARANG,ZULKAFPERI BIN HANAPI,PKR,15626,
SELANGOR,P. 096,KUALA SELANGOR,IRMOHIZAM BIN IBRAHIM,BN,21344,
SELANGOR,P. 096,KUALA SELANGOR,DZULKEFLY BIN AHMAD,PKR,29842,MENANG
SELANGOR,P. 096,KUALA SELANGOR,MOHD FAKARUDDIN BIN ISMAIL,PAS,8535,
SELANGOR,P. 097,SELAYANG,KANG MENG FUAT,BN,19501,
SELANGOR,P. 097,SELAYANG,WILLIAM LEONG JEE KEEN,PKR,60158,MENANG
SELANGOR,P. 097,SELAYANG,HASHIM BIN ABDUL KARIM,PAS,18343,
SELANGOR,P. 098,GOMBAK,MOHAMED AZMIN BIN ALI,PKR,75113,MENANG
SELANGOR,P. 098,GOMBAK,DATUK ABDUL RAHIM BIN PANDAK KAMARUDIN,BN,26392,
SELANGOR,P. 098,GOMBAK,KHAIRIL NIZAM BIN KHIRUDIN,PAS,17537,
SELANGOR,P. 099,AMPANG,ZURAIDA BINTI KAMARUDDIN,PKR,54307,MENANG
SELANGOR,P. 099,AMPANG,LEONG KIM SOON,BN,12351,
SELANGOR,P. 099,AMPANG,NURUL ISLAM BIN MOHAMED YUSOFF,PAS,9598,
SELANGOR,P. 099,AMPANG,TAN HUA MENG,PRM,294,HILANG DEPOSIT
SELANGOR,P. 100,PANDAN,MOHAMED SUKRI BIN OMAR,PAS,8336,HILANG DEPOSIT
SELANGOR,P. 100,PANDAN,LEONG KOK WEE,BN,12190,
SELANGOR,P. 100,PANDAN,WAN AZIZAH BINTI WAN ISMAIL,PKR,64733,MENANG
SELANGOR,P. 100,PANDAN,LEE YING HA,PRM,442,HILANG DEPOSIT
