negeri,bahagian (no),bahagian (nama),nama calon,parti,bilangan undi,status
PERAK,N. 16,KAMUNTING,MOHAMMAD ZAHIR BIN ABDUL KHALID,BN,8118,
PERAK,N. 16,KAMUNTING,MOHAMAD FAKHRUDIN BIN ABDUL AZIZ,PAS,5276,
PERAK,N. 17,POKOK ASSAM,LEOW THYE YIH,PKR,16954,MENANG
PERAK,N. 17,POKOK ASSAM,LEE LI KUAN,BN,4922,
PERAK,N. 18,AULONG,SOO KAY PING,BN,6059,
PERAK,N. 18,AULONG,NGA KOR MING,PKR,18123,MENANG
PERAK,N. 19,CHENDEROH,KHAIRUL ANUAR BIN MUSA,PKR,3176,
PERAK,N. 19,CHENDEROH,MOHAMMAD FARID FAIZI BIN AZIZAN,PAS,2944,
PERAK,N. 19,CHENDEROH,ZAINUN BIN MAT NOOR,BN,5546,MENANG
PERAK,N. 20,LUBOK MERBAU,AZIZI BIN MOHAMED RIDZUWAN,PAS,4499,
PERAK,N. 20,LUBOK MERBAU,ZULKARNINE BIN HASHIM,PKR,4179,
PERAK,N. 20,LUBOK MERBAU,JURIJ BIN JALALUDIN,BN,4908,MENANG
PERAK,N. 21,LINTANG,MADHI BIN HASAN,PKR,6023,
PERAK,N. 21,LINTANG,MOHD ZOLKAFLY BIN HARUN,BN,10605,MENANG
PERAK,N. 21,LINTANG,ISRAN FAHMI BIN ISMAIL,PAS,3460,
PERAK,N. 22,JALONG,LOH SZE YEE,PKR,16138,MENANG
PERAK,N. 22,JALONG,TAN LIAN HOE,BN,6536,
PERAK,N. 23,MANJOI,ASMUNI BIN AWI,PKR,20052,MENANG
PERAK,N. 23,MANJOI,MOHD HAFEZ BIN SABRI,PAS,10830,
PERAK,N. 23,MANJOI,MOHAMAD ZIAD BIN MOHAMED ZAINAL ABIDIN,BN,16520,
PERAK,N. 24,HULU KINTA,MUHAMAD ARAFAT BIN VARISAI MAHAMAD,PKR,17766,MENANG
PERAK,N. 24,HULU KINTA,MURUGIAH A/L SUBRAMANIAM,BEBAS,217,HILANG DEPOSIT
PERAK,N. 24,HULU KINTA,MAT SALLEH BIN SAID,PAS,7425,
PERAK,N. 24,HULU KINTA,AMINUDDIN BIN MD HANAFIAH,BN,14053,
PERAK,N. 25,CANNING,JENNY CHOY TSI JEN,PKR,21268,MENANG
PERAK,N. 25,CANNING,LIEW KAR TUAN,BN,2976,HILANG DEPOSIT
PERAK,N. 26,TEBING TINGGI,MAZLAN BIN MD ISA,PAS,3931,
PERAK,N. 26,TEBING TINGGI,ABDUL AZIZ BIN BARI,PKR,10334,MENANG
PERAK,N. 26,TEBING TINGGI,KHOO BOON CHUAN,BN,6407,
PERAK,N. 27,PASIR PINJI,NG KAI CHEONG,BN,2426,HILANG DEPOSIT
PERAK,N. 27,PASIR PINJI,LEE CHUAN HOW,PKR,23282,MENANG
PERAK,N. 28,BERCHAM,LOW GUO NAN,BN,3938,
PERAK,N. 28,BERCHAM,ONG BOON PIOW,PKR,24647,MENANG
PERAK,N. 29,KEPAYANG,CHANG KOK AUN,BN,2922,
PERAK,N. 29,KEPAYANG,KO CHUNG SEN,PKR,12417,MENANG
PERAK,N. 30,BUNTONG,SIVASUBRAMANIAM A/L ATHINARAYANAN,PKR,18005,MENANG
PERAK,N. 30,BUNTONG,THANGARANI A/P THIAGARAJAN,BN,2682,HILANG DEPOSIT
PERAK,N. 30,BUNTONG,MOHANARANI A/P RASIAH,PSM,813,HILANG DEPOSIT
PERAK,N. 31,JELAPANG,SARASYATHY A/P MUTHU,PSM,944,HILANG DEPOSIT
PERAK,N. 31,JELAPANG,CHEAH POU HIAN,PKR,16940,MENANG
PERAK,N. 31,JELAPANG,THANKARAJ A/L KRISHNAN,BN,1753,HILANG DEPOSIT
PERAK,N. 32,MENGLEMBU,CHAW KAM FOON,PKR,20456,MENANG
PERAK,N. 32,MENGLEMBU,CHIN KWAI LEONG,PSM,248,HILANG DEPOSIT
PERAK,N. 32,MENGLEMBU,WONG KAM SENG,BN,2508,HILANG DEPOSIT
PERAK,N. 33,TRONOH,YUEN CHAN HOW,BN,4560,
PERAK,N. 33,TRONOH,CHIN KWAI HENG,PSM,333,HILANG DEPOSIT
PERAK,N. 33,TRONOH,YONG CHOO KIONG,PKR,15061,MENANG
PERAK,N. 34,BUKIT CHANDAN,MOHAMAD IMRAN BIN ABD HAMID,PKR,5465,
PERAK,N. 34,BUKIT CHANDAN,MASLIN SHAM BIN RAZMAN,BN,5929,MENANG
PERAK,N. 34,BUKIT CHANDAN,INTAN NORHANI BINTI MOHAMAD BASIR,PAS,2743,
PERAK,N. 35,MANONG,MOHAMAD ISA BIN JAAFAR,PKR,5696,
PERAK,N. 35,MANONG,MOHAMAD ZURAIMI BIN RAZALI,BN,6267,MENANG
PERAK,N. 35,MANONG,JAMIL BIN DZULKARNAIN,PAS,4004,
PERAK,N. 36,PENGKALAN BAHARU,ABD MANAF BIN HASHIM,BN,6312,MENANG
PERAK,N. 36,PENGKALAN BAHARU,MURAD BIN ABDULLAH,PKR,4688,
PERAK,N. 36,PENGKALAN BAHARU,ZAKARIA BIN HASHIM,PAS,2781,
PERAK,N. 37,PANTAI REMIS,WONG MAY ING,PKR,18608,MENANG
PERAK,N. 37,PANTAI REMIS,HO KEAN WEI,BN,5292,
PERAK,N. 38,ASTAKA,TEOH YEE CHERN,PKR,18814,MENANG
PERAK,N. 38,ASTAKA,TENG KEEK SOONG,BN,3638,
PERAK,N. 39,BELANJA,MOHD ZAHID BIN ABU BAKAR,PAS,3150,
PERAK,N. 39,BELANJA,YAHANIS BIN YAHYA,PKR,2871,
PERAK,N. 39,BELANJA,KHAIRUDIN BIN ABU HANIPAH,BN,5879,MENANG
PERAK,N. 40,BOTA,KHAIRUL SHAHRIL BIN MOHAMED,BN,7411,MENANG
PERAK,N. 40,BOTA,MUHAMMAD ISMI BIN MAT TAIB,PAS,5589,
PERAK,N. 40,BOTA,AZRUL HAKKIM BIN AZHAR,PKR,4070,
PERAK,N. 41,MALIM NAWAR,CHANG GWO CHYANG,BN,5189,
PERAK,N. 41,MALIM NAWAR,LEONG CHEOK KENG,PKR,11271,MENANG
PERAK,N. 41,MALIM NAWAR,BAWANI A/P KANIAPAN,PSM,213,HILANG DEPOSIT
PERAK,N. 42,KERANJI,CHONG ZHEMIN,PKR,12072,MENANG
PERAK,N. 42,KERANJI,DANIEL WA WAI HOW,BN,4031,
PERAK,N. 43,TUALANG SEKAH,MOHD AZLAN HELMI BIN HELMI,PKR,7668,
PERAK,N. 43,TUALANG SEKAH,MOHD SOFIAN BIN HAJI REJAB,PAS,3162,
PERAK,N. 43,TUALANG SEKAH,NOLEE ASHILIN BINTI MOHAMMED RADZI,BN,8767,MENANG
PERAK,N. 44,SUNGAI RAPAT,RADZI BIN ZAINON,PAS,4627,
PERAK,N. 44,SUNGAI RAPAT,HAMZAH BIN MOHD KASIM,BN,8811,
PERAK,N. 44,SUNGAI RAPAT,MOHAMMAD NIZAR BIN JAMALUDDIN,PKR,12425,MENANG
PERAK,N. 45,SIMPANG PULAI,TAN KAR HING,PKR,25659,MENANG
PERAK,N. 45,SIMPANG PULAI,MOHAMAD ARIF BIN HAJI ABDUL LATIFF,PAS,4061,HILANG DEPOSIT
PERAK,N. 45,SIMPANG PULAI,LIEW YEE LIN,BN,4970,
PERAK,N. 46,TEJA,NG SHY CHING,PKR,10546,MENANG
PERAK,N. 46,TEJA,MOKTHAR BIN ABDULLAH,PAS,2028,HILANG DEPOSIT
PERAK,N. 46,TEJA,CHANG CHUN CHEUN,BN,6156,
PERAK,N. 47,CHENDERIANG,NORDIN BIN HASSAN,PAS,1735,HILANG DEPOSIT
PERAK,N. 47,CHENDERIANG,CHOONG SHIN HENG,BN,7623,
PERAK,N. 47,CHENDERIANG,AHMAD FAIZAL BIN AZUMU,PKR,7662,MENANG
PERAK,N. 48,AYER KUNING,SALMAH BINTI AB LATIFF,PAS,2993,
PERAK,N. 48,AYER KUNING,TAN SENG TOH,PKR,7054,
PERAK,N. 48,AYER KUNING,SAMSUDIN BIN ABU HASSAN,BN,9141,MENANG
PERAK,N. 49,SUNGAI MANIK,ZAINOL FADZI BIN PAHARUDIN,BN,9265,MENANG
PERAK,N. 49,SUNGAI MANIK,MOHAMAD MAHARANI BIN MD TASI,PKR,7326,
PERAK,N. 49,SUNGAI MANIK,MUSTAPA KAMAL BIN MAULUT,BERJASA,169,HILANG DEPOSIT
PERAK,N. 49,SUNGAI MANIK,MOHAMED YUSOFF BIN ABDULLAH,PAS,4071,
PERAK,N. 50,KAMPONG GAJAH,WAN NORASHIKIN BINTI WAN NOORDIN,BN,11026,MENANG
PERAK,N. 50,KAMPONG GAJAH,ZAITON BINTI LATIFF,PKR,3861,
PERAK,N. 50,KAMPONG GAJAH,MUSTAFA BIN SHAARI,PAS,7681,
PERAK,N. 51,PASIR PANJANG,RASHIDI BIN IBRAHIM,BN,12904,
PERAK,N. 51,PASIR PANJANG,ROHAWATI BINTI ABIDIN,PAS,7795,
PERAK,N. 51,PASIR PANJANG,YAHAYA BIN MAT NOR,PKR,14123,MENANG
PERAK,N. 52,PANGKOR,ZAINAL ABIDIN BIN SAAD,PAS,3638,
PERAK,N. 52,PANGKOR,ZAMBRY BIN ABD KADIR,BN,8378,MENANG
PERAK,N. 52,PANGKOR,NORDIN BIN AHMAD ISMAIL,PKR,6752,
PERAK,N. 53,RUNGKUP,SHAHRUL ZAMAN BIN YAHYA,BN,6529,MENANG
PERAK,N. 53,RUNGKUP,HATIM BIN MUSA,PKR,3460,
PERAK,N. 53,RUNGKUP,MOHD MOHKHERI BIN JALIL,PAS,2430,
PERAK,N. 54,HUTAN MELINTANG,KHAIRUDDIN BIN TARMIZI,BN,10961,MENANG
PERAK,N. 54,HUTAN MELINTANG,G. MANIVANNAN A/L GOWINDASAMY,PKR,10220,
PERAK,N. 54,HUTAN MELINTANG,MOHD MISBAHUL MUNIR BIN MASDUKI,PAS,3150,
PERAK,N. 55,PASIR BEDAMAR,KUMARESAN A/L SHANMUGAM,PAS,939,HILANG DEPOSIT
PERAK,N. 55,PASIR BEDAMAR,KONG SUN CHIN,BN,4960,
PERAK,N. 55,PASIR BEDAMAR,TERENCE NAIDU A/L V. RAJA @ RAJA NAIDU,PKR,19480,MENANG
PERAK,N. 56,CHANGKAT JONG,MOHD AZHAR BIN MOHD RAFIEI,PAS,5834,
PERAK,N. 56,CHANGKAT JONG,MOHD AZHAR BIN JAMALUDDIN,BN,11216,MENANG
PERAK,N. 56,CHANGKAT JONG,MUHAMMAD FAIZUL BIN MOHAMED ISMAIL,PKR,11149,
PERAK,N. 57,SUNGKAI,SIVANESAN A/L ACHALINGAM,PKR,9631,MENANG
PERAK,N. 57,SUNGKAI,APPALASAMY A/L JETAKIAH,PAS,505,HILANG DEPOSIT
PERAK,N. 57,SUNGKAI,ELANGO A/L VADIVELOO,BN,3138,
PERAK,N. 58,SLIM,MOHD AMRAN BIN IBRAHIM,PKR,6144,
PERAK,N. 58,SLIM,MOHD KHUSAIRI BIN ABDUL TALIB,BN,8327,MENANG
PERAK,N. 58,SLIM,MUHAMMAD ZULFADLI BIN ZAINAL,PAS,4103,
PERAK,N. 59,BEHRANG,AMINUDDIN BIN ZULKIPLI,PKR,9770,MENANG
PERAK,N. 59,BEHRANG,SAYED ZAMZURI BIN SAYED NENGAH,PAS,3334,
PERAK,N. 59,BEHRANG,RUSNAH BINTI KASSIM,BN,9361,
PERLIS,N. 01,TITI TINGGI,TEH SENG CHUAN,PKR,2620,
PERLIS,N. 01,TITI TINGGI,YAACOB BIN MAN,BEBAS,132,HILANG DEPOSIT
PERLIS,N. 01,TITI TINGGI,KAMIS BIN YUB,PAS,2291,
PERLIS,N. 01,TITI TINGGI,TEH CHAI AAN,BN,2762,MENANG
PERLIS,N. 02,BESERI,WAN KHARIZAL BIN WAN KHAZIM,PKR,2463,
PERLIS,N. 02,BESERI,RUZAINI BIN RAIS,BN,2879,MENANG
PERLIS,N. 02,BESERI,AZAMHARI BIN MOHAMOOD ,PAS,1523,
PERLIS,N. 03,CHUPING,MOHD ALI BIN PUTEH,PAS,1967,
PERLIS,N. 03,CHUPING,ASMAIZA BINTI AHMAD,BN,3889,MENANG
PERLIS,N. 03,CHUPING,POZIYAH BINTI HAMZAH,PKR,2522,
PERLIS,N. 04,MATA AYER,MOHAMMAD BIN YAHYA,PAS,1516,
PERLIS,N. 04,MATA AYER,SITI BERENEE BINTI YAHAYA ,BN,2684,MENANG
PERLIS,N. 04,MATA AYER,AZHAR BIN OMAR,PKR,1964,
PERLIS,N. 05,SANTAN,AZIZAN BIN SULAIMAN,BN,3071,MENANG
PERLIS,N. 05,SANTAN,CHE MAZLINA BINTI CHE YOB ,PKR,2122,
PERLIS,N. 05,SANTAN,BAHARUDDIN BIN AHMAD,PAS,2088,
PERLIS,N. 06,BINTONG,ABD JAMIL BIN KAMIS,PAS,2695,
PERLIS,N. 06,BINTONG,MOKHTAR BIN CHE KASSIM,PKR,3139,
PERLIS,N. 06,BINTONG,AZLAN BIN MAN ,BN,3986,MENANG
PERLIS,N. 07,SENA,ASRUL NIZAN BIN ABD JALIL,PKR,4177,MENANG
PERLIS,N. 07,SENA,AZIHANI BINTI ALI ,BN,3863,
PERLIS,N. 07,SENA,FAKHRUL ANWAR BIN ISMAIL ,PAS,1888,
PERLIS,N. 08,INDERA KAYANGAN,GAN AY LING,PKR,5023,MENANG
PERLIS,N. 08,INDERA KAYANGAN,WAN HASSAN BIN ISMAIL ,PAS,1835,
PERLIS,N. 08,INDERA KAYANGAN,CHUAH TIAN HEE,BN,1846,
PERLIS,N. 09,KUALA PERLIS,NOR AZAM BIN KARAP,PKR,4253,MENANG
PERLIS,N. 09,KUALA PERLIS,MOHAMAD FUAT BIN HAJI ABU BAKAR,PAS,1066,
PERLIS,N. 09,KUALA PERLIS,AZAM BIN RASHID,BN,2999,
PERLIS,N. 10,KAYANG,ABDUL HANNAAN BIN KHAIRY,PKR,2840,
PERLIS,N. 10,KAYANG,HAMIZAN BIN HASSAN,BN,3275,MENANG
PERLIS,N. 10,KAYANG,MD RADZI BIN HASSAN,PAS,1855,
PERLIS,N. 11,PAUH,IDRIS BIN YAACOB,PAS,2085,
PERLIS,N. 11,PAUH,AMIER BIN HASSAN,PKR,3421,
PERLIS,N. 11,PAUH,ROZIEANA BINTI AHMAD,BN,3564,MENANG
PERLIS,N. 12,TAMBUN TULANG,MATON BIN DIN,PKR,2825,
PERLIS,N. 12,TAMBUN TULANG,ISMAIL BIN KASIM,BN,4005,MENANG
PERLIS,N. 12,TAMBUN TULANG,A BAKAR BIN ALI,PAS,1910,
PERLIS,N. 13,GUAR SANJI,MOHD RIDZUAN BIN HASHIM,PAS,3199,MENANG
PERLIS,N. 13,GUAR SANJI,BARIDAH BINTI CHE NAYAN,PKR,1512,
PERLIS,N. 13,GUAR SANJI,AFIFI BIN OSMAN,BN,2871,
PERLIS,N. 14,SIMPANG EMPAT,WAN NORALHAKIM SHAGHIR BIN SAAD,PKR,1960,
PERLIS,N. 14,SIMPANG EMPAT,NURULHISHAM BIN YAAKOB,BN,2528,MENANG
PERLIS,N. 14,SIMPANG EMPAT,RUS'SELE BIN EIZAN,PAS,2446,
PERLIS,N. 15,SANGLANG,ZOLKHARNAIN BIN ABIDIN,PKR,1379,
PERLIS,N. 15,SANGLANG,MOHD SHUKRI BIN RAMLI,PAS,2971,MENANG
PERLIS,N. 15,SANGLANG,CHE ZAIDI BIN SAIDIN,BN,2929,
PULAU PINANG,N. 01,PENAGA,MOHD YUSNI BIN MAT PIAH,PAS,8530,MENANG
PULAU PINANG,N. 01,PENAGA,MOHD ZAIN BIN AHMAD,BN,7398,
PULAU PINANG,N. 02,BERTAM,MOKHTAR BIN RAMLY,PAS,2986,
PULAU PINANG,N. 02,BERTAM,KHALIQ MEHTAB BIN MOHD ISHAQ,PKR,6485,MENANG
PULAU PINANG,N. 02,BERTAM,SHARIFUL AZHAR BIN OTHMAN,BN,6268,
PULAU PINANG,N. 03,PINANG TUNGGAL,ROSLAN BIN SAIDIN,BN,7627,
PULAU PINANG,N. 03,PINANG TUNGGAL,BUKHORI BIN GHAZALI,PAS,4622,
PULAU PINANG,N. 03,PINANG TUNGGAL,AHMAD ZAKI YUDDIN BIN ABD RAHMAN,PKR,7754,MENANG
PULAU PINANG,N. 04,PERMATANG BERANGAN,MOHD. SHARIFF BIN OMAR,PKR,5021,
PULAU PINANG,N. 04,PERMATANG BERANGAN,NOR HAFIZAH BINTI OTHMAN,BN,6870,MENANG
PULAU PINANG,N. 04,PERMATANG BERANGAN,MOHD SOBRI BIN SALEH,PAS,6224,
PULAU PINANG,N. 04,PERMATANG BERANGAN,AZMAN SHAH BIN OTHMAN,PRM,24,HILANG DEPOSIT
PULAU PINANG,N. 05,SUNGAI DUA,YUSRI BIN ISAHAK,PKR,5115,
PULAU PINANG,N. 05,SUNGAI DUA,MUHAMAD YUSOFF BIN MOHD NOOR,BN,7314,MENANG
PULAU PINANG,N. 05,SUNGAI DUA,ZAHADI BIN HJ. MOHD,PAS,5380,
PULAU PINANG,N. 06,TELOK AYER TAWAR,MUSTAFA KAMAL BIN AHMAD,PKR,7072,MENANG
PULAU PINANG,N. 06,TELOK AYER TAWAR,MOHAMAD HANIF BIN HARON,PAS,3900,
PULAU PINANG,N. 06,TELOK AYER TAWAR,LEE THIAN HONG,PRM,88,HILANG DEPOSIT
PULAU PINANG,N. 06,TELOK AYER TAWAR,ZAMRI BIN CHE ROS,BN,4869,
PULAU PINANG,N. 07,SUNGAI PUYU,LIM HAI SONG,BN,2136,HILANG DEPOSIT
PULAU PINANG,N. 07,SUNGAI PUYU,TAN LAY HOCK,PRM,101,HILANG DEPOSIT
PULAU PINANG,N. 07,SUNGAI PUYU,NEOH BOK KENG,MU,79,HILANG DEPOSIT
PULAU PINANG,N. 07,SUNGAI PUYU,PHEE BOON POH,PKR,21705,MENANG
PULAU PINANG,N. 07,SUNGAI PUYU,ONG YIN YIN,PFP,51,HILANG DEPOSIT
PULAU PINANG,N. 08,BAGAN JERMAL,ANG CHOR KEONG,BN,2898,
PULAU PINANG,N. 08,BAGAN JERMAL,HARI DEVYNDRAN A/L MUNISWARAN,MU,106,HILANG DEPOSIT
PULAU PINANG,N. 08,BAGAN JERMAL,FABIAN GEORGE ALBART,PFP,30,HILANG DEPOSIT
PULAU PINANG,N. 08,BAGAN JERMAL,SOON LIP CHEE,PKR,18134,MENANG
PULAU PINANG,N. 08,BAGAN JERMAL,TEOH CHAI DENG,PRM,74,HILANG DEPOSIT
PULAU PINANG,N. 09,BAGAN DALAM,DHINAGARAN A/L JAYABALAN,BN,3918,
PULAU PINANG,N. 09,BAGAN DALAM,SATEES A/L MUNIANDY,PKR,10701,MENANG
PULAU PINANG,N. 09,BAGAN DALAM,TEOH HUCK PING,PRM,45,HILANG DEPOSIT
PULAU PINANG,N. 09,BAGAN DALAM,JASPER OOI ZONG HAN,PFP,36,HILANG DEPOSIT
PULAU PINANG,N. 09,BAGAN DALAM,TEOH UAT LYE,MU,51,HILANG DEPOSIT
PULAU PINANG,N. 10,SEBERANG JAYA,ABU BAKAR SIDEKH BIN ZAINUL ABIDIN,BN,8593,
PULAU PINANG,N. 10,SEBERANG JAYA,AFIF BIN BAHARDIN,PKR,16014,MENANG
PULAU PINANG,N. 10,SEBERANG JAYA,AHMAD RAFAEI BIN A RASHID,PAS,5540,
PULAU PINANG,N. 11,PERMATANG PASIR,MUHAMMAD FAUZI BIN YUSOFF,PAS,6727,
PULAU PINANG,N. 11,PERMATANG PASIR,ANUAR FAISAL BIN YAHAYA,BN,4979,
PULAU PINANG,N. 11,PERMATANG PASIR,MUHAMMAD FAIZ BIN FADZIL,PKR,9708,MENANG
PULAU PINANG,N. 12,PENANTI,NORLELA BINTI ARIFFIN,PKR,8221,MENANG
PULAU PINANG,N. 12,PENANTI,MUHAMMAD FAWWAZ BIN MOHAMAD JAN,PAS,4791,
PULAU PINANG,N. 12,PENANTI,SUHAIMI BIN SABUDIN,BN,5277,
PULAU PINANG,N. 13,BERAPIT,HENG LEE LEE,PKR,18378,MENANG
PULAU PINANG,N. 13,BERAPIT,SONG CHEE MENG,PRM,84,HILANG DEPOSIT
PULAU PINANG,N. 13,BERAPIT,GOH SWEE GIM,BN,1397,HILANG DEPOSIT
PULAU PINANG,N. 13,BERAPIT,LEE POH KONG,PFP,105,HILANG DEPOSIT
PULAU PINANG,N. 14,MACHANG BUBUK,TAN TEIK CHENG,BN,4658,
PULAU PINANG,N. 14,MACHANG BUBUK,LEE KHAI LOON,PKR,21819,MENANG
PULAU PINANG,N. 14,MACHANG BUBUK,MD. JAMIL BIN ABD RAHMAN,PAS,5072,
PULAU PINANG,N. 14,MACHANG BUBUK,TANG AH BA,PRM,53,HILANG DEPOSIT
PULAU PINANG,N. 14,MACHANG BUBUK,LIM JHUN HOU,MU,28,HILANG DEPOSIT
PULAU PINANG,N. 15,PADANG LALANG,KUAN HIN YEEP,BN,2400,HILANG DEPOSIT
PULAU PINANG,N. 15,PADANG LALANG,LAI YEAN NEE,PRM,154,HILANG DEPOSIT
PULAU PINANG,N. 15,PADANG LALANG,LIEW EE JIN,PFP,101,HILANG DEPOSIT
PULAU PINANG,N. 15,PADANG LALANG,CHONG ENG,PKR,20764,MENANG
PULAU PINANG,N. 16,PERAI,ISUMARY A/P RETNAM,BEBAS,23,HILANG DEPOSIT
PULAU PINANG,N. 16,PERAI,SAMUGANATHAN A/L MUNIANDY,PRM,37,HILANG DEPOSIT
PULAU PINANG,N. 16,PERAI,ASOGHAN A/L GOVINDARAJU,PAP,33,HILANG DEPOSIT
PULAU PINANG,N. 16,PERAI,OOI KHAR GIAP,PFP,104,HILANG DEPOSIT
PULAU PINANG,N. 16,PERAI,SURESH A/L MUNIANDY,BN,2194,
PULAU PINANG,N. 16,PERAI,P.RAMASAMY A/L PALANISAMY,PKR,11243,MENANG
PULAU PINANG,N. 17,BUKIT TENGAH,TANG HIANG LYE,PRM,53,HILANG DEPOSIT
PULAU PINANG,N. 17,BUKIT TENGAH,NORAZMAN BIN ISHAK,PAS,2355,HILANG DEPOSIT
PULAU PINANG,N. 17,BUKIT TENGAH,GOOI HSIAO-LEUNG,PKR,12535,MENANG
PULAU PINANG,N. 17,BUKIT TENGAH,EDWARD JOSEPH,PFP,27,HILANG DEPOSIT
PULAU PINANG,N. 17,BUKIT TENGAH,THOR TEONG GEE,BN,3977,
PULAU PINANG,N. 18,BUKIT TAMBUN,GOH BEE KOON,PRM,117,HILANG DEPOSIT
PULAU PINANG,N. 18,BUKIT TAMBUN,GOH CHOON AIK,PKR,18064,MENANG
PULAU PINANG,N. 18,BUKIT TAMBUN,KUMARAVELU A/L ARUMUGAM,PAS,735,HILANG DEPOSIT
PULAU PINANG,N. 18,BUKIT TAMBUN,HARTINI TAN BINTI ABDULLAH,BN,3184,
PULAU PINANG,N. 18,BUKIT TAMBUN,ONG SEONG LU,PFP,54,HILANG DEPOSIT
PULAU PINANG,N. 19,JAWI,DAPHNE A/P EDWARD,PFP,73,HILANG DEPOSIT
PULAU PINANG,N. 19,JAWI,H'NG MOOI LYE,PKR,17559,MENANG
PULAU PINANG,N. 19,JAWI,TAN BENG HUAT,PAP,309,HILANG DEPOSIT
PULAU PINANG,N. 19,JAWI,KOAY XING BOON,MU,165,HILANG DEPOSIT
PULAU PINANG,N. 19,JAWI,TAN CHEW SUAN,PRM,51,HILANG DEPOSIT
PULAU PINANG,N. 19,JAWI,KIEW HEN CHONG,BN,4188,
PULAU PINANG,N. 20,SUNGAI BAKAP,TAN JOON LONG @ TAN CHOW KANG,PRM,55,HILANG DEPOSIT
PULAU PINANG,N. 20,SUNGAI BAKAP,MOHAMED SANI BIN BAKAR,BN,8038,
PULAU PINANG,N. 20,SUNGAI BAKAP,AMAR PRITPAL BIN ABDULLAH,PKR,10386,MENANG
PULAU PINANG,N. 20,SUNGAI BAKAP,OSMAN BIN JAAFAR,PAS,4316,
PULAU PINANG,N. 21,SUNGAI ACHEH,MAHMUD BIN ZAKARIA,BN,7070,
PULAU PINANG,N. 21,SUNGAI ACHEH,ZULKIFLI BIN IBRAHIM,PKR,7486,MENANG
PULAU PINANG,N. 21,SUNGAI ACHEH,NOR ZAMRI BIN LATIFF,PAS,2383,
PULAU PINANG,N. 22,TANJONG BUNGA,TENG CHANG YEOW,BN,3902,
PULAU PINANG,N. 22,TANJONG BUNGA,LEE ZHENG YONG,MU,74,HILANG DEPOSIT
PULAU PINANG,N. 22,TANJONG BUNGA,ZAIRIL KHIR JOHARI,PKR,13245,MENANG
PULAU PINANG,N. 22,TANJONG BUNGA,CHUA CHEONG WEE,PRM,122,HILANG DEPOSIT
PULAU PINANG,N. 23,AIR PUTIH,LIM GUAN ENG,PKR,9362,MENANG
PULAU PINANG,N. 23,AIR PUTIH,TAN GIN THEAM,MU,87,HILANG DEPOSIT
PULAU PINANG,N. 23,AIR PUTIH,MANIKANDAN A/L RAMAYAH,PCM,83,HILANG DEPOSIT
PULAU PINANG,N. 23,AIR PUTIH,TANG HEAP SENG,BN,1404,
PULAU PINANG,N. 24,KEBUN BUNGA,WU KAI MIN,MU,110,HILANG DEPOSIT
PULAU PINANG,N. 24,KEBUN BUNGA,OOI ZHI YI,BN,2254,
PULAU PINANG,N. 24,KEBUN BUNGA,ONG KHAN LEE,PKR,14851,MENANG
PULAU PINANG,N. 25,PULAU TIKUS,LEE CHUN KIT,PKR,11679,MENANG
PULAU PINANG,N. 25,PULAU TIKUS,WEE KEAN WAI,MU,75,HILANG DEPOSIT
PULAU PINANG,N. 25,PULAU TIKUS,LOO JIEH SHENG,BN,2434,
PULAU PINANG,N. 26,PADANG KOTA,CHOW KON YEOW,PKR,9278,MENANG
PULAU PINANG,N. 26,PADANG KOTA,GOH SAIK WEI,MU,71,HILANG DEPOSIT
PULAU PINANG,N. 26,PADANG KOTA,H'NG KHOON LENG,BN,1470,
PULAU PINANG,N. 27,PENGKALAN KOTA,KOAY TENG LYE,MU,82,HILANG DEPOSIT
PULAU PINANG,N. 27,PENGKALAN KOTA,LIM SWEE BOK,BN,1647,HILANG DEPOSIT
PULAU PINANG,N. 27,PENGKALAN KOTA,CHEW SENG TUNG,PRM,68,HILANG DEPOSIT
PULAU PINANG,N. 27,PENGKALAN KOTA,GOOI ZI SEN,PKR,15037,MENANG
PULAU PINANG,N. 27,PENGKALAN KOTA,RAGINDRAN A/L SIVASAMY,BEBAS,87,HILANG DEPOSIT
PULAU PINANG,N. 28,KOMTAR,TEH LAI HENG,PKR,10113,MENANG
PULAU PINANG,N. 28,KOMTAR,ONG CHUN JIET,MU,85,HILANG DEPOSIT
PULAU PINANG,N. 28,KOMTAR,TAN HING TEIK,BN,1750,
PULAU PINANG,N. 29,DATOK KERAMAT,LEE BOON TEN,BN,4151,
PULAU PINANG,N. 29,DATOK KERAMAT,JAGDEEP SINGH DEO A/L KARPAL SINGH,PKR,13712,MENANG
PULAU PINANG,N. 29,DATOK KERAMAT,LIM BOO CHANG,MU,194,HILANG DEPOSIT
PULAU PINANG,N. 29,DATOK KERAMAT,NICHOLAS DIANE A/L MORGAN,PFP,18,HILANG DEPOSIT
PULAU PINANG,N. 29,DATOK KERAMAT,MUHAMMAD MAJNUN BIN ABDUL WAHAB,BEBAS,146,HILANG DEPOSIT
PULAU PINANG,N. 30,SUNGAI PINANG,YACOOB BIN OMAR,PAS,1575,HILANG DEPOSIT
PULAU PINANG,N. 30,SUNGAI PINANG,TEH YEE CHEU,PSM,223,HILANG DEPOSIT
PULAU PINANG,N. 30,SUNGAI PINANG,TAN SIM BEE,MU,79,HILANG DEPOSIT
